Zero 3 5 [1, 3, 4, 5, 8]
[60, 9, 17, 40, 54]
[60, 9, 18, 39, 54]
[60, 9, 18, 40, 51]
[60, 9, 18, 40, 54]
[60, 9, 19, 39, 54]
[60, 9, 19, 40, 51]
[60, 9, 19, 40, 54]
[60, 12, 14, 40, 54]
[60, 12, 15, 40, 54]
[60, 12, 15, 43, 54]
[60, 12, 15, 44, 54]
[60, 12, 19, 40, 54]
[60, 12, 19, 43, 54]
[60, 12, 19, 44, 54]
[60, 8, 15, 46, 51]
[60, 8, 15, 46, 54]
[60, 8, 15, 47, 54]
[60, 8, 15, 48, 51]
[60, 8, 15, 48, 54]
[60, 8, 17, 46, 51]
[60, 8, 17, 47, 54]
[60, 8, 17, 48, 51]
[60, 8, 17, 48, 54]
[60, 8, 18, 46, 51]
[60, 8, 18, 47, 54]
[60, 8, 18, 48, 51]
[60, 8, 18, 48, 54]
[60, 8, 19, 46, 51]
[60, 8, 19, 46, 54]
[60, 8, 19, 47, 54]
[60, 8, 19, 48, 51]
[60, 8, 19, 48, 54]
[60, 9, 15, 46, 51]
[60, 9, 15, 46, 54]
[60, 9, 15, 47, 54]
[60, 9, 15, 48, 51]
[60, 9, 15, 48, 54]
[60, 9, 17, 46, 51]
[60, 9, 17, 47, 54]
[60, 9, 17, 48, 51]
[60, 9, 17, 48, 54]
[60, 9, 18, 46, 51]
[60, 9, 18, 47, 54]
[60, 9, 18, 48, 51]
[60, 9, 18, 48, 54]
[60, 9, 19, 46, 51]
[60, 9, 19, 46, 54]
[60, 9, 19, 47, 54]
[60, 9, 19, 48, 51]
[60, 9, 19, 48, 54]
[60, 12, 14, 48, 54]
[60, 12, 15, 48, 54]
[60, 12, 19, 48, 54]
[60, 8, 20, 32, 39]
[60, 8, 20, 32, 40]
[60, 8, 20, 35, 39]
[60, 8, 20, 35, 40]
[60, 8, 20, 38, 39]
[60, 8, 20, 38, 40]
[60, 8, 21, 30, 39]
[60, 8, 21, 30, 40]
[60, 8, 21, 32, 40]
[60, 8, 21, 32, 43]
[60, 8, 21, 32, 44]
[60, 8, 21, 34, 39]
[60, 8, 21, 34, 40]
[60, 8, 21, 35, 40]
[60, 8, 21, 35, 43]
[60, 8, 21, 35, 44]
[60, 8, 21, 38, 39]
[60, 8, 21, 38, 40]
[60, 8, 21, 38, 43]
[60, 8, 21, 38, 44]
[60, 8, 22, 30, 39]
[60, 8, 22, 30, 40]
[60, 8, 22, 32, 39]
[60, 8, 22, 32, 40]
[60, 8, 22, 32, 43]
[60, 8, 22, 32, 44]
[60, 8, 22, 34, 39]
[60, 8, 22, 34, 40]
[60, 8, 22, 35, 39]
[60, 8, 22, 35, 40]
[60, 8, 22, 35, 43]
[60, 8, 22, 35, 44]
[60, 8, 22, 38, 39]
[60, 8, 22, 38, 43]
[60, 8, 22, 38, 44]
[60, 8, 23, 30, 39]
[60, 8, 23, 30, 40]
[60, 8, 23, 32, 40]
[60, 8, 23, 32, 43]
[60, 8, 23, 32, 44]
[60, 8, 23, 34, 39]
[60, 8, 23, 34, 40]
[60, 8, 23, 35, 40]
[60, 8, 23, 35, 43]
[60, 8, 23, 35, 44]
[60, 8, 23, 38, 39]
[60, 8, 23, 38, 43]
[60, 8, 23, 38, 44]
[60, 8, 27, 30, 39]
[60, 8, 27, 30, 40]
[60, 8, 27, 32, 39]
[60, 8, 27, 32, 40]
[60, 8, 27, 32, 43]
[60, 8, 27, 32, 44]
[60, 8, 27, 34, 39]
[60, 8, 27, 34, 40]
[60, 8, 27, 35, 39]
[60, 8, 27, 35, 40]
[60, 8, 27, 35, 43]
[60, 8, 27, 35, 44]
[60, 8, 27, 38, 39]
[60, 8, 27, 38, 40]
[60, 8, 27, 38, 43]
[60, 8, 27, 38, 44]
[60, 9, 20, 32, 39]
[60, 9, 20, 32, 40]
[60, 9, 20, 35, 39]
[60, 9, 20, 35, 40]
[60, 9, 20, 38, 39]
[60, 9, 20, 38, 40]
[60, 9, 21, 30, 39]
[60, 9, 21, 30, 40]
[60, 9, 21, 32, 40]
[60, 9, 21, 32, 43]
[60, 9, 21, 32, 44]
[60, 9, 21, 34, 39]
[60, 9, 21, 34, 40]
[60, 9, 21, 35, 40]
[60, 9, 21, 35, 43]
[60, 9, 21, 35, 44]
[60, 9, 21, 38, 39]
[60, 9, 21, 38, 40]
[60, 9, 21, 38, 43]
[60, 9, 21, 38, 44]
[60, 9, 22, 30, 39]
[60, 9, 22, 30, 40]
[60, 9, 22, 32, 39]
[60, 9, 22, 32, 40]
[60, 9, 22, 32, 43]
[60, 9, 22, 32, 44]
[60, 9, 22, 34, 39]
[60, 9, 22, 34, 40]
[60, 9, 22, 35, 39]
[60, 9, 22, 35, 40]
[60, 9, 22, 35, 43]
[60, 9, 22, 35, 44]
[60, 9, 22, 38, 39]
[60, 9, 22, 38, 40]
[60, 9, 22, 38, 43]
[60, 9, 22, 38, 44]
[60, 9, 23, 30, 39]
[60, 9, 23, 30, 40]
[60, 9, 23, 32, 40]
[60, 9, 23, 32, 43]
[60, 9, 23, 32, 44]
[60, 9, 23, 34, 39]
[60, 9, 23, 34, 40]
[60, 9, 23, 35, 40]
[60, 9, 23, 35, 43]
[60, 9, 23, 35, 44]
[60, 9, 23, 38, 39]
[60, 9, 23, 38, 40]
[60, 9, 23, 38, 43]
[60, 9, 23, 38, 44]
[60, 9, 27, 30, 39]
[60, 9, 27, 30, 40]
[60, 9, 27, 32, 39]
[60, 9, 27, 32, 40]
[60, 9, 27, 32, 43]
[60, 9, 27, 32, 44]
[60, 9, 27, 34, 39]
[60, 9, 27, 34, 40]
[60, 9, 27, 35, 39]
[60, 9, 27, 35, 40]
[60, 9, 27, 35, 43]
[60, 9, 27, 35, 44]
[60, 9, 27, 38, 39]
[60, 9, 27, 38, 40]
[60, 9, 27, 38, 43]
[60, 9, 27, 38, 44]
[60, 12, 21, 30, 40]
[60, 12, 21, 30, 43]
[60, 12, 21, 30, 44]
[60, 12, 21, 34, 40]
[60, 12, 21, 34, 43]
[60, 12, 21, 34, 44]
[60, 12, 21, 38, 40]
[60, 12, 21, 38, 43]
[60, 12, 21, 38, 44]
[60, 12, 22, 30, 39]
[60, 12, 22, 30, 40]
[60, 12, 22, 30, 43]
[60, 12, 22, 30, 44]
[60, 12, 22, 32, 40]
[60, 12, 22, 32, 43]
[60, 12, 22, 32, 44]
[60, 12, 22, 34, 39]
[60, 12, 22, 34, 40]
[60, 12, 22, 34, 43]
[60, 12, 22, 34, 44]
[60, 12, 22, 35, 40]
[60, 12, 22, 35, 43]
[60, 12, 22, 35, 44]
[60, 12, 22, 38, 39]
[60, 12, 22, 38, 40]
[60, 12, 22, 38, 43]
[60, 12, 22, 38, 44]
[60, 12, 23, 30, 40]
[60, 12, 23, 30, 43]
[60, 12, 23, 30, 44]
[60, 12, 23, 34, 40]
[60, 12, 23, 34, 43]
[60, 12, 23, 34, 44]
[60, 12, 23, 38, 40]
[60, 12, 23, 38, 43]
[60, 12, 23, 38, 44]
[60, 8, 20, 32, 47]
[60, 8, 20, 32, 48]
[60, 8, 20, 35, 47]
[60, 8, 20, 35, 48]
[60, 8, 20, 38, 47]
[60, 8, 20, 38, 48]
[60, 8, 21, 30, 46]
[60, 8, 21, 30, 47]
[60, 8, 21, 30, 48]
[60, 8, 21, 32, 46]
[60, 8, 21, 32, 48]
[60, 8, 21, 34, 46]
[60, 8, 21, 34, 47]
[60, 8, 21, 34, 48]
[60, 8, 21, 35, 46]
[60, 8, 21, 35, 48]
[60, 8, 21, 38, 46]
[60, 8, 21, 38, 47]
[60, 8, 21, 38, 48]
[60, 8, 22, 30, 46]
[60, 8, 22, 30, 47]
[60, 8, 22, 30, 48]
[60, 8, 22, 32, 46]
[60, 8, 22, 32, 47]
[60, 8, 22, 32, 48]
[60, 8, 22, 34, 46]
[60, 8, 22, 34, 47]
[60, 8, 22, 34, 48]
[60, 8, 22, 35, 46]
[60, 8, 22, 35, 47]
[60, 8, 22, 35, 48]
[60, 8, 23, 30, 46]
[60, 8, 23, 30, 47]
[60, 8, 23, 30, 48]
[60, 8, 23, 32, 46]
[60, 8, 23, 32, 48]
[60, 8, 23, 34, 46]
[60, 8, 23, 34, 47]
[60, 8, 23, 34, 48]
[60, 8, 23, 35, 46]
[60, 8, 23, 35, 48]
[60, 8, 27, 30, 47]
[60, 8, 27, 30, 48]
[60, 8, 27, 32, 47]
[60, 8, 27, 32, 48]
[60, 8, 27, 34, 47]
[60, 8, 27, 34, 48]
[60, 8, 27, 35, 47]
[60, 8, 27, 35, 48]
[60, 8, 27, 38, 47]
[60, 8, 27, 38, 48]
[60, 9, 20, 32, 47]
[60, 9, 20, 32, 48]
[60, 9, 20, 35, 47]
[60, 9, 20, 35, 48]
[60, 9, 20, 38, 47]
[60, 9, 20, 38, 48]
[60, 9, 21, 30, 46]
[60, 9, 21, 30, 47]
[60, 9, 21, 30, 48]
[60, 9, 21, 32, 46]
[60, 9, 21, 32, 48]
[60, 9, 21, 34, 46]
[60, 9, 21, 34, 47]
[60, 9, 21, 34, 48]
[60, 9, 21, 35, 46]
[60, 9, 21, 35, 48]
[60, 9, 21, 38, 46]
[60, 9, 21, 38, 47]
[60, 9, 21, 38, 48]
[60, 9, 22, 30, 46]
[60, 9, 22, 30, 47]
[60, 9, 22, 30, 48]
[60, 9, 22, 32, 46]
[60, 9, 22, 32, 47]
[60, 9, 22, 32, 48]
[60, 9, 22, 34, 46]
[60, 9, 22, 34, 47]
[60, 9, 22, 34, 48]
[60, 9, 22, 35, 46]
[60, 9, 22, 35, 47]
[60, 9, 22, 35, 48]
[60, 9, 22, 38, 46]
[60, 9, 22, 38, 47]
[60, 9, 22, 38, 48]
[60, 9, 23, 30, 46]
[60, 9, 23, 30, 47]
[60, 9, 23, 30, 48]
[60, 9, 23, 32, 46]
[60, 9, 23, 32, 48]
[60, 9, 23, 34, 46]
[60, 9, 23, 34, 47]
[60, 9, 23, 34, 48]
[60, 9, 23, 35, 46]
[60, 9, 23, 35, 48]
[60, 9, 23, 38, 46]
[60, 9, 23, 38, 47]
[60, 9, 23, 38, 48]
[60, 9, 27, 30, 47]
[60, 9, 27, 30, 48]
[60, 9, 27, 32, 47]
[60, 9, 27, 32, 48]
[60, 9, 27, 34, 47]
[60, 9, 27, 34, 48]
[60, 9, 27, 35, 47]
[60, 9, 27, 35, 48]
[60, 9, 27, 38, 47]
[60, 9, 27, 38, 48]
[60, 12, 21, 30, 48]
[60, 12, 21, 34, 48]
[60, 12, 21, 38, 48]
[60, 12, 22, 30, 47]
[60, 12, 22, 30, 48]
[60, 12, 22, 32, 48]
[60, 12, 22, 34, 47]
[60, 12, 22, 34, 48]
[60, 12, 22, 35, 48]
[60, 12, 22, 38, 47]
[60, 12, 22, 38, 48]
[60, 12, 23, 30, 48]
[60, 12, 23, 34, 48]
[60, 12, 23, 38, 48]
[60, 8, 21, 32, 54]
[60, 8, 21, 35, 54]
[60, 8, 21, 38, 51]
[60, 8, 21, 38, 54]
[60, 8, 22, 32, 51]
[60, 8, 22, 32, 54]
[60, 8, 22, 35, 51]
[60, 8, 22, 35, 54]
[60, 8, 22, 38, 51]
[60, 8, 22, 38, 54]
[60, 8, 23, 32, 54]
[60, 8, 23, 35, 54]
[60, 8, 23, 38, 51]
[60, 8, 23, 38, 54]
[60, 8, 27, 32, 51]
[60, 8, 27, 35, 51]
[60, 8, 27, 38, 51]
[60, 9, 21, 32, 54]
[60, 9, 21, 35, 54]
[60, 9, 21, 38, 51]
[60, 9, 21, 38, 54]
[60, 9, 22, 32, 51]
[60, 9, 22, 32, 54]
[60, 9, 22, 35, 51]
[60, 9, 22, 35, 54]
[60, 9, 22, 38, 51]
[60, 9, 22, 38, 54]
[60, 9, 23, 32, 54]
[60, 9, 23, 35, 54]
[60, 9, 23, 38, 51]
[60, 9, 23, 38, 54]
[60, 9, 27, 32, 51]
[60, 9, 27, 35, 51]
[60, 9, 27, 38, 51]
[60, 12, 22, 30, 51]
[60, 12, 22, 34, 51]
[60, 12, 22, 38, 51]
[60, 8, 20, 39, 46]
[60, 8, 20, 39, 47]
[60, 8, 20, 39, 48]
[60, 8, 20, 40, 46]
[60, 8, 20, 40, 47]
[60, 8, 20, 40, 48]
[60, 8, 21, 39, 46]
[60, 8, 21, 39, 48]
[60, 8, 21, 40, 46]
[60, 8, 21, 40, 47]
[60, 8, 21, 40, 48]
[60, 8, 21, 43, 46]
[60, 8, 21, 43, 47]
[60, 8, 21, 43, 48]
[60, 8, 21, 44, 46]
[60, 8, 21, 44, 47]
[60, 8, 21, 44, 48]
[60, 8, 22, 39, 46]
[60, 8, 22, 39, 47]
[60, 8, 22, 39, 48]
[60, 8, 22, 43, 46]
[60, 8, 22, 43, 47]
[60, 8, 22, 43, 48]
[60, 8, 22, 44, 46]
[60, 8, 22, 44, 47]
[60, 8, 22, 44, 48]
[60, 8, 23, 39, 46]
[60, 8, 23, 39, 48]
[60, 8, 23, 43, 46]
[60, 8, 23, 43, 47]
[60, 8, 23, 43, 48]
[60, 8, 23, 44, 46]
[60, 8, 23, 44, 47]
[60, 8, 23, 44, 48]
[60, 8, 27, 39, 46]
[60, 8, 27, 39, 47]
[60, 8, 27, 39, 48]
[60, 8, 27, 40, 46]
[60, 8, 27, 40, 47]
[60, 8, 27, 40, 48]
[60, 8, 27, 43, 46]
[60, 8, 27, 43, 47]
[60, 8, 27, 43, 48]
[60, 8, 27, 44, 46]
[60, 8, 27, 44, 47]
[60, 8, 27, 44, 48]
[60, 9, 20, 39, 46]
[60, 9, 20, 39, 47]
[60, 9, 20, 39, 48]
[60, 9, 20, 40, 46]
[60, 9, 20, 40, 47]
[60, 9, 20, 40, 48]
[60, 9, 21, 39, 46]
[60, 9, 21, 40, 46]
[60, 9, 21, 40, 47]
[60, 9, 21, 43, 46]
[60, 9, 21, 43, 47]
[60, 9, 21, 44, 46]
[60, 9, 21, 44, 47]
[60, 9, 22, 39, 46]
[60, 9, 22, 39, 47]
[60, 9, 22, 40, 46]
[60, 9, 22, 40, 47]
[60, 9, 22, 43, 46]
[60, 9, 22, 43, 47]
[60, 9, 22, 44, 46]
[60, 9, 22, 44, 47]
[60, 9, 23, 39, 46]
[60, 9, 23, 39, 48]
[60, 9, 23, 40, 46]
[60, 9, 23, 40, 47]
[60, 9, 23, 40, 48]
[60, 9, 23, 43, 46]
[60, 9, 23, 43, 47]
[60, 9, 23, 43, 48]
[60, 9, 23, 44, 46]
[60, 9, 23, 44, 47]
[60, 9, 23, 44, 48]
[60, 9, 27, 39, 46]
[60, 9, 27, 39, 47]
[60, 9, 27, 40, 46]
[60, 9, 27, 40, 47]
[60, 9, 27, 43, 46]
[60, 9, 27, 43, 47]
[60, 9, 27, 44, 46]
[60, 9, 27, 44, 47]
[60, 12, 20, 39, 48]
[60, 12, 20, 40, 47]
[60, 12, 20, 40, 48]
[60, 12, 20, 43, 47]
[60, 12, 20, 43, 48]
[60, 12, 20, 44, 47]
[60, 12, 20, 44, 48]
[60, 12, 21, 40, 46]
[60, 12, 21, 40, 48]
[60, 12, 21, 43, 46]
[60, 12, 21, 43, 48]
[60, 12, 21, 44, 46]
[60, 12, 21, 44, 48]
[60, 12, 22, 39, 46]
[60, 12, 22, 39, 48]
[60, 12, 22, 40, 46]
[60, 12, 22, 40, 47]
[60, 12, 22, 40, 48]
[60, 12, 22, 43, 46]
[60, 12, 22, 43, 47]
[60, 12, 22, 43, 48]
[60, 12, 22, 44, 46]
[60, 12, 22, 44, 47]
[60, 12, 22, 44, 48]
[60, 12, 23, 40, 46]
[60, 12, 23, 40, 48]
[60, 12, 23, 43, 46]
[60, 12, 23, 43, 48]
[60, 12, 23, 44, 46]
[60, 12, 23, 44, 48]
[60, 12, 27, 39, 48]
[60, 12, 27, 40, 47]
[60, 12, 27, 40, 48]
[60, 12, 27, 43, 47]
[60, 12, 27, 43, 48]
[60, 12, 27, 44, 47]
[60, 12, 27, 44, 48]
[60, 8, 21, 39, 54]
[60, 8, 21, 40, 51]
[60, 8, 21, 40, 54]
[60, 8, 22, 39, 51]
[60, 8, 22, 39, 54]
[60, 8, 22, 40, 51]
[60, 8, 22, 40, 54]
[60, 8, 23, 39, 54]
[60, 8, 23, 40, 51]
[60, 8, 23, 40, 54]
[60, 8, 27, 39, 51]
[60, 8, 27, 39, 54]
[60, 8, 27, 40, 51]
[60, 8, 27, 40, 54]
[60, 9, 21, 39, 54]
[60, 9, 21, 40, 51]
[60, 9, 21, 40, 54]
[60, 9, 22, 39, 51]
[60, 9, 22, 39, 54]
[60, 9, 22, 40, 51]
[60, 9, 22, 40, 54]
[60, 9, 23, 39, 54]
[60, 9, 23, 40, 51]
[60, 9, 23, 40, 54]
[60, 9, 27, 39, 51]
[60, 9, 27, 39, 54]
[60, 9, 27, 40, 51]
[60, 9, 27, 40, 54]
[60, 12, 20, 40, 51]
[60, 12, 21, 40, 54]
[60, 12, 21, 43, 54]
[60, 12, 21, 44, 54]
[60, 12, 22, 39, 54]
[60, 12, 22, 40, 51]
[60, 12, 22, 40, 54]
[60, 12, 22, 43, 51]
[60, 12, 22, 43, 54]
[60, 12, 22, 44, 51]
[60, 12, 22, 44, 54]
[60, 12, 23, 40, 54]
[60, 12, 23, 43, 54]
[60, 12, 23, 44, 54]
[60, 12, 27, 40, 51]
[60, 12, 27, 43, 51]
[60, 12, 27, 44, 51]
[60, 8, 21, 46, 51]
[60, 8, 21, 46, 54]
[60, 8, 21, 47, 54]
[60, 8, 21, 48, 51]
[60, 8, 21, 48, 54]
[60, 8, 22, 46, 51]
[60, 8, 22, 46, 54]
[60, 8, 22, 47, 51]
[60, 8, 22, 47, 54]
[60, 8, 22, 48, 51]
[60, 8, 22, 48, 54]
[60, 8, 23, 46, 51]
[60, 8, 23, 46, 54]
[60, 8, 23, 47, 54]
[60, 8, 23, 48, 51]
[60, 8, 23, 48, 54]
[60, 8, 27, 46, 51]
[60, 8, 27, 47, 51]
[60, 8, 27, 47, 54]
[60, 8, 27, 48, 51]
[60, 8, 27, 48, 54]
[60, 9, 21, 46, 51]
[60, 9, 21, 46, 54]
[60, 9, 21, 47, 54]
[60, 9, 21, 48, 51]
[60, 9, 21, 48, 54]
[60, 9, 22, 46, 51]
[60, 9, 22, 46, 54]
[60, 9, 22, 47, 51]
[60, 9, 22, 47, 54]
[60, 9, 22, 48, 51]
[60, 9, 22, 48, 54]
[60, 9, 23, 46, 51]
[60, 9, 23, 46, 54]
[60, 9, 23, 47, 54]
[60, 9, 23, 48, 51]
[60, 9, 23, 48, 54]
[60, 9, 27, 46, 51]
[60, 9, 27, 47, 51]
[60, 9, 27, 47, 54]
[60, 9, 27, 48, 51]
[60, 9, 27, 48, 54]
[60, 12, 20, 48, 51]
[60, 12, 21, 48, 54]
[60, 12, 22, 46, 51]
[60, 12, 22, 47, 54]
[60, 12, 22, 48, 51]
[60, 12, 22, 48, 54]
[60, 12, 23, 48, 54]
[60, 12, 27, 48, 51]
[60, 8, 30, 39, 46]
[60, 8, 30, 39, 47]
[60, 8, 30, 39, 48]
[60, 8, 30, 40, 46]
[60, 8, 30, 40, 47]
[60, 8, 30, 40, 48]
[60, 8, 32, 39, 46]
[60, 8, 32, 39, 48]
[60, 8, 32, 40, 46]
[60, 8, 32, 40, 47]
[60, 8, 32, 40, 48]
[60, 8, 32, 43, 46]
[60, 8, 32, 43, 47]
[60, 8, 32, 43, 48]
[60, 8, 32, 44, 46]
[60, 8, 32, 44, 47]
[60, 8, 32, 44, 48]
[60, 8, 34, 39, 46]
[60, 8, 34, 39, 47]
[60, 8, 34, 39, 48]
[60, 8, 34, 40, 46]
[60, 8, 34, 40, 47]
[60, 8, 34, 40, 48]
[60, 8, 35, 39, 46]
[60, 8, 35, 39, 48]
[60, 8, 35, 40, 46]
[60, 8, 35, 40, 47]
[60, 8, 35, 40, 48]
[60, 8, 35, 43, 46]
[60, 8, 35, 43, 47]
[60, 8, 35, 43, 48]
[60, 8, 35, 44, 46]
[60, 8, 35, 44, 47]
[60, 8, 35, 44, 48]
[60, 8, 38, 39, 46]
[60, 8, 38, 39, 47]
[60, 8, 38, 39, 48]
[60, 8, 38, 43, 46]
[60, 8, 38, 43, 47]
[60, 8, 38, 43, 48]
[60, 8, 38, 44, 46]
[60, 8, 38, 44, 47]
[60, 8, 38, 44, 48]
[60, 9, 30, 39, 46]
[60, 9, 30, 39, 47]
[60, 9, 30, 39, 48]
[60, 9, 30, 40, 46]
[60, 9, 30, 40, 47]
[60, 9, 30, 40, 48]
[60, 9, 32, 39, 46]
[60, 9, 32, 39, 48]
[60, 9, 32, 40, 46]
[60, 9, 32, 40, 47]
[60, 9, 32, 40, 48]
[60, 9, 32, 43, 46]
[60, 9, 32, 43, 47]
[60, 9, 32, 43, 48]
[60, 9, 32, 44, 46]
[60, 9, 32, 44, 47]
[60, 9, 32, 44, 48]
[60, 9, 34, 39, 46]
[60, 9, 34, 39, 47]
[60, 9, 34, 39, 48]
[60, 9, 34, 40, 46]
[60, 9, 34, 40, 47]
[60, 9, 34, 40, 48]
[60, 9, 35, 39, 46]
[60, 9, 35, 39, 48]
[60, 9, 35, 40, 46]
[60, 9, 35, 40, 47]
[60, 9, 35, 40, 48]
[60, 9, 35, 43, 46]
[60, 9, 35, 43, 47]
[60, 9, 35, 43, 48]
[60, 9, 35, 44, 46]
[60, 9, 35, 44, 47]
[60, 9, 35, 44, 48]
[60, 9, 38, 39, 46]
[60, 9, 38, 39, 47]
[60, 9, 38, 39, 48]
[60, 9, 38, 40, 46]
[60, 9, 38, 40, 47]
[60, 9, 38, 40, 48]
[60, 9, 38, 43, 46]
[60, 9, 38, 43, 47]
[60, 9, 38, 43, 48]
[60, 9, 38, 44, 46]
[60, 9, 38, 44, 47]
[60, 9, 38, 44, 48]
[60, 12, 30, 39, 48]
[60, 12, 30, 40, 47]
[60, 12, 30, 40, 48]
[60, 12, 30, 43, 47]
[60, 12, 30, 43, 48]
[60, 12, 30, 44, 47]
[60, 12, 30, 44, 48]
[60, 12, 32, 40, 48]
[60, 12, 32, 43, 48]
[60, 12, 32, 44, 48]
[60, 12, 34, 39, 48]
[60, 12, 34, 40, 47]
[60, 12, 34, 40, 48]
[60, 12, 34, 43, 47]
[60, 12, 34, 43, 48]
[60, 12, 34, 44, 47]
[60, 12, 34, 44, 48]
[60, 12, 35, 40, 48]
[60, 12, 35, 43, 48]
[60, 12, 35, 44, 48]
[60, 12, 38, 39, 48]
[60, 12, 38, 40, 47]
[60, 12, 38, 40, 48]
[60, 12, 38, 43, 47]
[60, 12, 38, 43, 48]
[60, 12, 38, 44, 47]
[60, 12, 38, 44, 48]
[60, 8, 32, 39, 54]
[60, 8, 32, 40, 51]
[60, 8, 32, 40, 54]
[60, 8, 35, 39, 54]
[60, 8, 35, 40, 51]
[60, 8, 35, 40, 54]
[60, 8, 38, 39, 51]
[60, 8, 38, 39, 54]
[60, 8, 38, 40, 51]
[60, 8, 38, 40, 54]
[60, 9, 32, 39, 54]
[60, 9, 32, 40, 51]
[60, 9, 32, 40, 54]
[60, 9, 35, 39, 54]
[60, 9, 35, 40, 51]
[60, 9, 35, 40, 54]
[60, 9, 38, 39, 51]
[60, 9, 38, 39, 54]
[60, 9, 38, 40, 51]
[60, 9, 38, 40, 54]
[60, 12, 30, 40, 51]
[60, 12, 34, 40, 51]
[60, 12, 38, 40, 51]
[60, 12, 38, 43, 51]
[60, 12, 38, 44, 51]
[60, 8, 32, 46, 51]
[60, 8, 32, 47, 54]
[60, 8, 32, 48, 51]
[60, 8, 32, 48, 54]
[60, 8, 35, 46, 51]
[60, 8, 35, 47, 54]
[60, 8, 35, 48, 51]
[60, 8, 35, 48, 54]
[60, 8, 38, 46, 51]
[60, 8, 38, 47, 51]
[60, 8, 38, 47, 54]
[60, 8, 38, 48, 51]
[60, 8, 38, 48, 54]
[60, 9, 32, 46, 51]
[60, 9, 32, 47, 54]
[60, 9, 32, 48, 51]
[60, 9, 32, 48, 54]
[60, 9, 35, 46, 51]
[60, 9, 35, 47, 54]
[60, 9, 35, 48, 51]
[60, 9, 35, 48, 54]
[60, 9, 38, 46, 51]
[60, 9, 38, 47, 51]
[60, 9, 38, 47, 54]
[60, 9, 38, 48, 51]
[60, 9, 38, 48, 54]
[60, 12, 30, 48, 51]
[60, 12, 34, 48, 51]
[60, 12, 38, 48, 51]
[60, 8, 39, 46, 51]
[60, 8, 39, 46, 54]
[60, 8, 39, 47, 54]
[60, 8, 39, 48, 51]
[60, 8, 39, 48, 54]
[60, 8, 40, 46, 51]
[60, 8, 40, 46, 54]
[60, 8, 40, 47, 51]
[60, 8, 40, 47, 54]
[60, 8, 40, 48, 51]
[60, 8, 40, 48, 54]
[60, 9, 39, 46, 51]
[60, 9, 39, 46, 54]
[60, 9, 39, 47, 54]
[60, 9, 39, 48, 51]
[60, 9, 39, 48, 54]
[60, 9, 40, 46, 51]
[60, 9, 40, 46, 54]
[60, 9, 40, 47, 51]
[60, 9, 40, 47, 54]
[60, 9, 40, 48, 51]
[60, 9, 40, 48, 54]
[60, 12, 39, 48, 54]
[60, 12, 40, 46, 51]
[60, 12, 40, 47, 54]
[60, 12, 40, 48, 51]
[60, 12, 40, 48, 54]
[60, 12, 43, 46, 51]
[60, 12, 43, 47, 54]
[60, 12, 43, 48, 51]
[60, 12, 43, 48, 54]
[60, 12, 44, 46, 51]
[60, 12, 44, 47, 54]
[60, 12, 44, 48, 51]
[60, 12, 44, 48, 54]
[60, 14, 20, 32, 40]
[60, 14, 20, 35, 40]
[60, 14, 20, 38, 39]
[60, 14, 20, 38, 40]
[60, 14, 21, 30, 40]
[60, 14, 21, 34, 40]
[60, 14, 21, 38, 40]
[60, 14, 21, 38, 43]
[60, 14, 21, 38, 44]
[60, 14, 22, 30, 39]
[60, 14, 22, 30, 40]
[60, 14, 22, 32, 40]
[60, 14, 22, 32, 43]
[60, 14, 22, 32, 44]
[60, 14, 22, 34, 39]
[60, 14, 22, 34, 40]
[60, 14, 22, 35, 40]
[60, 14, 22, 35, 43]
[60, 14, 22, 35, 44]
[60, 14, 22, 38, 39]
[60, 14, 22, 38, 40]
[60, 14, 22, 38, 43]
[60, 14, 22, 38, 44]
[60, 14, 23, 30, 40]
[60, 14, 23, 34, 40]
[60, 14, 23, 38, 40]
[60, 14, 23, 38, 43]
[60, 14, 23, 38, 44]
[60, 14, 27, 30, 39]
[60, 14, 27, 30, 40]
[60, 14, 27, 32, 40]
[60, 14, 27, 32, 43]
[60, 14, 27, 32, 44]
[60, 14, 27, 34, 39]
[60, 14, 27, 34, 40]
[60, 14, 27, 35, 40]
[60, 14, 27, 35, 43]
[60, 14, 27, 35, 44]
[60, 14, 27, 38, 39]
[60, 14, 27, 38, 40]
[60, 14, 27, 38, 43]
[60, 14, 27, 38, 44]
[60, 15, 20, 30, 39]
[60, 15, 20, 30, 40]
[60, 15, 20, 32, 40]
[60, 15, 20, 32, 43]
[60, 15, 20, 32, 44]
[60, 15, 20, 34, 39]
[60, 15, 20, 34, 40]
[60, 15, 20, 35, 40]
[60, 15, 20, 35, 43]
[60, 15, 20, 35, 44]
[60, 15, 20, 38, 39]
[60, 15, 20, 38, 40]
[60, 15, 20, 38, 43]
[60, 15, 20, 38, 44]
[60, 15, 21, 30, 40]
[60, 15, 21, 30, 43]
[60, 15, 21, 30, 44]
[60, 15, 21, 34, 40]
[60, 15, 21, 34, 43]
[60, 15, 21, 34, 44]
[60, 15, 21, 38, 40]
[60, 15, 21, 38, 43]
[60, 15, 21, 38, 44]
[60, 15, 22, 30, 39]
[60, 15, 22, 30, 40]
[60, 15, 22, 30, 43]
[60, 15, 22, 30, 44]
[60, 15, 22, 32, 40]
[60, 15, 22, 32, 43]
[60, 15, 22, 32, 44]
